Tarih,Başlık,Metin,ParsedDate,Month,english_text,lemmatized_text,stemmed_text
"Fri, 21 Sep 2018 07:00:00 GMT",TOBB´DAN BURSA EĞİTİMİNE BÜYÜK YATIRIM - Bursa İl Milli Eğitim Müdürlüğü,tobb dan bursa eği̇ti̇mi̇ne büyük yatirim bursa i̇l milli eğitim müdürlüğü,2018-09-21 07:00:00,9,Great investment from TOBB to Bursa education Bursa Provincial Directorate of National Education,great investment tobb bursa education bursa provincial directorate national education,great invest tobb bursa educ bursa provinci director nation educ
"Thu, 20 Dec 2018 08:00:00 GMT",Yatırım tamamlanmadan istihdam sağladı - Anadolu Ajansı,yatırım tamamlanmadan istihdam sağladı anadolu ajansı,2018-12-20 08:00:00,12,Anadolu Agency provided employment before the investment was completed,anadolu agency provide employment investment complete,anadolu agenc provid employ invest complet
"Tue, 23 Oct 2018 07:00:00 GMT","Cemal Kaşıkçı olayı: 'Çöl Davosu' olarak adlandırılan Suudi Arabistan'daki yatırım zirvesinden kim çekildi, hangi firmalar hâlâ sponsor? - BBC",cemal kaşıkçı olayı çöl davosu olarak adlandırılan suudi arabistan daki yatırım zirvesinden kim çekildi hangi firmalar h l sponsor bbc,2018-10-23 07:00:00,10,"Cemal Khashoggi incident, who withdrew from the investment summit in saudi arabia, called desert davo, which companies, h l sponsor bbc",cemal khashoggi incident withdrew investment summit saudi arabia call desert davo company h l sponsor bbc,cemal khashoggi incid withdrew invest summit saudi arabia call desert davo compani h l sponsor bbc
"Thu, 27 Sep 2018 07:00:00 GMT",Manisa'da 20 milyon avroluk yatırım - Anadolu Ajansı,manisa da twenty milyon avroluk yatırım anadolu ajansı,2018-09-27 07:00:00,9,twenty million euro investment anadolu agency in manisa,twenty million euro investment anadolu agency manisa,twenti million euro invest anadolu agenc manisa
"Fri, 28 Sep 2018 07:00:00 GMT",'Türkiye’ye yatırım yapan hep kazandı' - Anadolu Ajansı,türkiye ye yatırım yapan hep kazandı anadolu ajansı,2018-09-28 07:00:00,9,Those who invest in Türkiye always win Anadolu Agency,invest türkiye always win anadolu agency,invest türkiy alway win anadolu agenc
"Wed, 24 Oct 2018 07:00:00 GMT",Türkiye Kalkınma ve Yatırım Bankası Kanunu yürürlüğe girdi - Anadolu Ajansı,türkiye kalkınma ve yatırım bankası kanunu yürürlüğe girdi anadolu ajansı,2018-10-24 07:00:00,10,Türkiye Development and Investment Bank Law came into force Anadolu Agency,türkiye development investment bank law come force anadolu agency,türkiy develop invest bank law came forc anadolu agenc
"Fri, 26 Oct 2018 07:00:00 GMT",Samsun'a 25 milyon dolarlık termal yatırım - Anadolu Ajansı,samsun a twenty five milyon dolarlık termal yatırım anadolu ajansı,2018-10-26 07:00:00,10,twenty five million dollar thermal investment in samsun anadolu agency,twenty five million dollar thermal investment samsun anadolu agency,twenti five million dollar thermal invest samsun anadolu agenc
"Thu, 11 Oct 2018 07:00:00 GMT",Şanlıurfa'da güneşe yatırım sevinci - Anadolu Ajansı,şanlıurfa da güneşe yatırım sevinci anadolu ajansı,2018-10-11 07:00:00,10,Joy of investing in solar in Şanlıurfa Anadolu Agency,joy invest solar şanlıurfa anadolu agency,joy invest solar şanlıurfa anadolu agenc
"Mon, 05 Nov 2018 08:00:00 GMT",Cengiz Holding 2023'e kadar 1 milyar dolarlık yatırım yapacak - Anadolu Ajansı,cengiz holding two thousand and twenty three e kadar one milyar dolarlık yatırım yapacak anadolu ajansı,2018-11-05 08:00:00,11,Cengiz Holding will invest one billion dollars until two thousand and twenty three Anadolu Agency,cengiz hold invest one billion dollar two thousand twenty three anadolu agency,cengiz hold invest one billion dollar two thousand twenti three anadolu agenc
"Tue, 20 Nov 2018 08:00:00 GMT",Tarih merakı 700 yıllık Osmanlı köyüne yatırım yaptırdı - Anadolu Ajansı,tarih merakı seven hundred yıllık osmanlı köyüne yatırım yaptırdı anadolu ajansı,2018-11-20 08:00:00,11,A lover of history invested in a hundred-year-old Ottoman village Anadolu Agency,lover history invest ottoman village anadolu agency,lover histori invest ottoman villag anadolu agenc
"Wed, 24 Oct 2018 07:00:00 GMT",Arçelik'ten 500 milyon TL'lik yeni yatırım - Anadolu Ajansı,arçelik ten five hundred milyon tl lik yeni yatırım anadolu ajansı,2018-10-24 07:00:00,10,Five hundred million TL new investment from Arçelik Anadolu Agency,five hundred million tl new investment arçelik anadolu agency,five hundr million tl new invest arçelik anadolu agenc
"Mon, 10 Dec 2018 08:00:00 GMT",'İlk aşamada girişimlere 100 bin lira yatırım imkanı sunacağız' - Anadolu Ajansı,i̇lk aşamada girişimlere one hundred bin lira yatırım imkanı sunacağız anadolu ajansı,2018-12-10 08:00:00,12,"In the first stage, we will offer one hundred thousand lira investment opportunity to startups. Anadolu Agency",first stage offer one hundred thousand lira investment opportunity startup anadolu agency,first stage offer one hundr thousand lira invest opportun startup anadolu agenc
"Sun, 04 Nov 2018 07:00:00 GMT","Belediyeden Diyarbakır'a 1,2 milyar lira yatırım - Anadolu Ajansı",belediyeden diyarbakır a one two milyar lira yatırım anadolu ajansı,2018-11-04 07:00:00,11,one two billion lira investment from the municipality to diyarbakır anadolu agency,one two billion lira investment municipality diyarbakır anadolu agency,one two billion lira invest municip diyarbakır anadolu agenc
"Mon, 05 Nov 2018 08:00:00 GMT",YATIRIM KENDİNİ GÖSTERMEYE BAŞLADI - Demirci Belediyesi,yatirim kendi̇ni̇ göstermeye başladi demirci belediyesi,2018-11-05 08:00:00,11,"Investment has begun to show itself, Demirci Municipality",investment begin show demirci municipality,invest begun show demirci municip
"Tue, 20 Nov 2018 08:00:00 GMT",Özbekistan'dan Türk ayakkabı üreticilerine yatırım çağrısı - Anadolu Ajansı,özbekistan dan türk ayakkabı üreticilerine yatırım çağrısı anadolu ajansı,2018-11-20 08:00:00,11,Investment call from Uzbekistan to Turkish shoe manufacturers Anadolu Agency,investment call uzbekistan turkish shoe manufacturer anadolu agency,invest call uzbekistan turkish shoe manufactur anadolu agenc
"Thu, 27 Dec 2018 08:00:00 GMT",Enerjide yıla damgasını vuran yatırım: STAR Rafineri - Anadolu Ajansı,enerjide yıla damgasını vuran yatırım star rafineri anadolu ajansı,2018-12-27 08:00:00,12,"Investment Star Refinery Anadolu Agency, which left its mark on the year in energy",investment star refinery anadolu agency left mark year energy,invest star refineri anadolu agenc left mark year energi
"Thu, 01 Nov 2018 07:00:00 GMT",Garanti Yatırım’ın yeni Genel Müdürü Utku Ergüder oldu | Son dakika ekonomi haberleri - Bloomberght,garanti yatırım ın yeni genel müdürü utku ergüder oldu son dakika ekonomi haberleri bloomberght,2018-11-01 07:00:00,11,Utku Ergüder became the new general manager of Garanti Yatırım. Last minute economic news bloomberght,utku ergüder become new general manager garanti yatırım last minute economic news bloomberght,utku ergüder becam new gener manag garanti yatırım last minut econom news bloomberght
"Sun, 11 Nov 2018 08:00:00 GMT",Sırbistan 'Balkanların Çin'i' oluyor - Anadolu Ajansı,sırbistan balkanların çin i oluyor anadolu ajansı,2018-11-11 08:00:00,11,Serbia is becoming the China of the Balkans Anadolu Agency,serbia become china balkan anadolu agency,serbia becom china balkan anadolu agenc
"Wed, 31 Oct 2018 07:00:00 GMT",Türk-Alman ilişkileri yeniden canlanıyor - Anadolu Ajansı,türk alman ilişkileri yeniden canlanıyor anadolu ajansı,2018-10-31 07:00:00,10,Turkish-German relations are revitalizing Anadolu Agency,relation revitalize anadolu agency,relat revit anadolu agenc
"Fri, 16 Nov 2018 08:00:00 GMT",Rönesans Holding'ten Türkmenistan'a yeni yatırım - Anadolu Ajansı,rönesans holding ten türkmenistan a yeni yatırım anadolu ajansı,2018-11-16 08:00:00,11,New investment from Rönesans Holding to Turkmenistan Anadolu Agency,new investment rönesans hold turkmenistan anadolu agency,new invest rönesan hold turkmenistan anadolu agenc
"Wed, 14 Mar 2018 07:00:00 GMT",100 milyar liralık yatırım hamlesi - Uzmanpara,one hundred milyar liralık yatırım hamlesi uzmanpara,2018-03-14 07:00:00,3,one hundred billion lira investment move Uzmanpara,one hundred billion lira investment move uzmanpara,one hundr billion lira invest move uzmanpara
"Tue, 23 Oct 2018 07:00:00 GMT",Financial Times: Kaşıkçı cinayeti Veliaht Prens Muhammed'in planlarını test ediyor - BBC,financial times kaşıkçı cinayeti veliaht prens muhammed in planlarını test ediyor bbc,2018-10-23 07:00:00,10,financial times spoonbill murder tests crown prince mohammed's plans bbc,financial time spoonbill murder test crown prince mohammed plan bbc,financi time spoonbil murder test crown princ moham plan bbc
"Tue, 18 Dec 2018 08:00:00 GMT",Artuklu'da yol yapımına 33 milyon lira yatırım - Anadolu Ajansı,artuklu da yol yapımına thirty three milyon lira yatırım anadolu ajansı,2018-12-18 08:00:00,12,Thirty three million lira investment in road construction in Artuklu Anadolu Agency,thirty three million lira investment road construction artuklu anadolu agency,thirti three million lira invest road construct artuklu anadolu agenc
"Mon, 26 Mar 2018 07:00:00 GMT",En çok bu üç yatırım fonu kazandırdı - Bigpara,en çok bu üç yatırım fonu kazandırdı bigpara,2018-03-26 07:00:00,3,These three investment funds made the most money bigpara,three investment fund make money bigpara,three invest fund made money bigpara
"Wed, 21 Nov 2018 08:00:00 GMT","Suudi Arabistan, büyük bir yatırım programı ile kültürel turistleri hedefliyor - Abdul Latif Jameel",suudi arabistan büyük bir yatırım programı ile kültürel turistleri hedefliyor abdul latif jameel,2018-11-21 08:00:00,11,saudi arabia targets cultural tourists with major investment program abdul latif jameel,saudi arabia target cultural tourist major investment program abdul latif jameel,saudi arabia target cultur tourist major invest program abdul latif jameel
"Thu, 08 Mar 2018 08:00:00 GMT",Hangi yatırım fonları kazandırdı? - Bigpara,hangi yatırım fonları kazandırdı bigpara,2018-03-08 08:00:00,3,Which investment funds brought bigpara?,investment fund brought bigpara,invest fund brought bigpara
"Tue, 20 Nov 2018 08:00:00 GMT","Trump: ABD, Suudi Arabistan'ın sarsılmaz ortağı olmayı sürdürecektir - BBC",trump abd suudi arabistan ın sarsılmaz ortağı olmayı sürdürecektir bbc,2018-11-20 08:00:00,11,trump usa will continue to be saudi arabia's unwavering partner bbc,trump usa continue saudi arabia unwavering partner bbc,trump usa continu saudi arabia unwav partner bbc
"Tue, 16 Oct 2018 07:00:00 GMT",Renault'dan Bursa'ya yeni yatırım - Anadolu Ajansı,renault dan bursa ya yeni yatırım anadolu ajansı,2018-10-16 07:00:00,10,New investment from Renault to Bursa Anadolu Agency,new investment renault bursa anadolu agency,new invest renault bursa anadolu agenc
"Tue, 06 Nov 2018 08:00:00 GMT",Prometeon 115 milyon dolarlık yatırımla Türkiye'deki kapasitesini artıracak - Anadolu Ajansı,prometeon one hundred and fifteen milyon dolarlık yatırımla türkiye deki kapasitesini artıracak anadolu ajansı,2018-11-06 08:00:00,11,prometeon will increase its capacity in Türkiye with an investment of one hundred and fifteen million dollars anadolu agency,prometeon increase capacity türkiye investment one hundred fifteen million dollar anadolu agency,prometeon increas capac türkiy invest one hundr fifteen million dollar anadolu agenc
"Thu, 01 Nov 2018 07:00:00 GMT",Antalya'ya 120 milyon avroluk yatırım - Anadolu Ajansı,antalya ya one hundred and twenty milyon avroluk yatırım anadolu ajansı,2018-11-01 07:00:00,11,one hundred and twenty million euro investment in antalya anadolu agency,one hundred twenty million euro investment antalya anadolu agency,one hundr twenti million euro invest antalya anadolu agenc
"Fri, 30 Mar 2018 07:00:00 GMT",En çok hangi yatırım fonları kazandırdı? - Bigpara,en çok hangi yatırım fonları kazandırdı bigpara,2018-03-30 07:00:00,3,Which investment funds made the most profit bigpara?,investment fund make profit bigpara,invest fund made profit bigpara
"Thu, 08 Mar 2018 08:00:00 GMT",En çok bu yatırım fonları kazandırdı - Bigpara,en çok bu yatırım fonları kazandırdı bigpara,2018-03-08 08:00:00,3,"These investment funds earned the most, bigpara",investment fund earn bigpara,invest fund earn bigpara
"Tue, 25 Dec 2018 08:00:00 GMT",Amazon’un sahibi Jeff Bezos’un sessizce yatırım yaptığı 15 girişim - digitalage.com.tr,amazon un sahibi jeff bezos un sessizce yatırım yaptığı fifteen girişim digitalage com tr,2018-12-25 08:00:00,12,fifteen startups that amazon owner jeff bezos quietly invested in digitalage com tr,fifteen startup amazon owner jeff bezos quietly invest digitalage com tr,fifteen startup amazon owner jeff bezo quietli invest digitalag com tr
"Sun, 14 Oct 2018 07:00:00 GMT","Türk-Amerikan İş Adamları Derneği Başkanı Akat: En az 15 ABD firması, Türkiye'ye milyarlarca dolarlık yatırım yapacak - TRT Haber",türk amerikan i̇ş adamları derneği başkanı akat en az fifteen abd firması türkiye ye milyarlarca dolarlık yatırım yapacak trt haber,2018-10-14 07:00:00,10,President of the Turkish American Businessmen Association Akat At least fifteen US companies will invest billions of dollars in Turkey TRT news,president turkish american businessmen association akat least fifteen u company invest billion dollar turkey trt news,presid turkish american businessmen associ akat least fifteen us compani invest billion dollar turkey trt news
"Wed, 19 Dec 2018 08:00:00 GMT",Türkiye Kalkınma ve Yatırım Bankası Yönetim Kurulu Başkanlığı'na Hayrettin Demircan atandı | Son dakika ekonomi haberleri - Bloomberght,türkiye kalkınma ve yatırım bankası yönetim kurulu başkanlığı na hayrettin demircan atandı son dakika ekonomi haberleri bloomberght,2018-12-19 08:00:00,12,Hayrettin Demircan was appointed as the Chairman of the Board of Directors of Türkiye Development and Investment Bank breaking economic news bloomberght,hayrettin demircan appoint chairman board director türkiye development investment bank break economic news bloomberght,hayrettin demircan appoint chairman board director türkiy develop invest bank break econom news bloomberght
