Tarih,Başlık,Metin,ParsedDate,Month,english_text
"Wed, 24 Oct 2018 07:00:00 GMT",Arçelik'ten 500 milyon TL'lik yeni yatırım - Sabah,arçelik ten five hundred milyon tl lik yeni yatırım sabah,2018-10-24 07:00:00,10,Five hundred million TL new investment from Arçelik
"Fri, 06 Apr 2018 07:00:00 GMT",İngiliz Howden Grubu’ndan Türkiye’ye yatırım - Sigorta Medya,i̇ngiliz howden grubu ndan türkiye ye yatırım sigorta medya,2018-04-06 07:00:00,4,investment in Türkiye from the british howden group insurance media
"Tue, 09 Oct 2018 07:00:00 GMT",Demir-çelik sektöründe yatırım desteği sorunu - Dünya Gazetesi,demir çelik sektöründe yatırım desteği sorunu dünya gazetesi,2018-10-09 07:00:00,10,"Investment support problem in the iron and steel sector, dunya newspaper"
"Mon, 31 Dec 2018 08:00:00 GMT",Sani Şener: Yüksek faizler yatırım yapmayı zorlaştırıyor - Platin Dergisi,sani şener yüksek faizler yatırım yapmayı zorlaştırıyor platin dergisi,2018-12-31 08:00:00,12,sani şener high interest rates make investing difficult platinum magazine
"Tue, 30 Oct 2018 07:00:00 GMT",Yeni yatırım endüstrinin en büyük zirvesinde şekillendi - ST Endüstri Haber,yeni yatırım endüstrinin en büyük zirvesinde şekillendi st endüstri haber,2018-10-30 07:00:00,10,new investment took shape at the biggest peak of the industry st industry news
"Wed, 07 Nov 2018 08:00:00 GMT","Araç çağırma uygulaması Grab, Hyundai ve Kia'dan 250 milyon dolar yatırım aldı - Webrazzi",araç çağırma uygulaması grab hyundai ve kia dan two hundred and fifty milyon dolar yatırım aldı webrazzi,2018-11-07 08:00:00,11,ride-hailing application Grab received an investment of two hundred and fifty million dollars from Hyundai and Kia webrazzi
"Tue, 11 Dec 2018 08:00:00 GMT",Mogadişu Limanı’na Albayrak Grubu’ndan yeni yatırım - Denizcilik Dergisi,mogadişu limanı na albayrak grubu ndan yeni yatırım denizcilik dergisi,2018-12-11 08:00:00,12,New investment from albayrak group in mogadishu port maritime magazine
"Mon, 01 Oct 2018 07:00:00 GMT",2.5 milyon TL yatırım alan girişim Denebunu’nun hikayesini Duygu Akbudak’tan dinledik - egirişim,two five milyon tl yatırım alan girişim denebunu nun hikayesini duygu akbudak tan dinledik egirişim,2018-10-01 07:00:00,10,"We listened to the story of Denebunu, a startup that received an investment of two to five million TL, from Duygu Akbudak, egirişim."
"Wed, 25 Apr 2018 07:00:00 GMT",TEB Yatırım/BNP Paribas Stratejisti Işık Ökte Bloomberg HT'ye konuk oldu - Bloomberght,teb yatırım bnp paribas stratejisti işık ökte bloomberg ht ye konuk oldu bloomberght,2018-04-25 07:00:00,4,teb investment bnp paribas strategist isik ökte was a guest on bloomberg ht bloomberght
"Fri, 19 Jan 2018 08:00:00 GMT",Trabzon Limanı`na büyük ilgi! - Uzmanpara,trabzon limanı na büyük ilgi uzmanpara,2018-01-19 08:00:00,1,Great interest in Trabzon port Uzmanpara
"Thu, 29 Nov 2018 08:00:00 GMT","Artırılmış gerçeklik navigasyon uygulaması Phiar, 3 milyon dolar yatırım aldı - Webrazzi",artırılmış gerçeklik navigasyon uygulaması phiar three milyon dolar yatırım aldı webrazzi,2018-11-29 08:00:00,11,augmented reality navigation application phiar received an investment of three million dollars webrazzi
"Fri, 23 Nov 2018 08:00:00 GMT",Akkök Holding: 2019'da 350 milyon dolarlık yatırım yapacak - ST Endüstri Haber,akkök holding two thousand and nineteen da three hundred and fifty milyon dolarlık yatırım yapacak st endüstri haber,2018-11-23 08:00:00,11,akkök holding will invest three hundred and fifty million dollars in two thousand and nineteen years st industry news
"Tue, 16 Oct 2018 07:00:00 GMT",Özdilek’ten Mudanya’ya 7 milyon dolarlık yatırım - avm dergi,özdilek ten mudanya ya seven milyon dolarlık yatırım avm dergi,2018-10-16 07:00:00,10,million dollar investment from ozdilek to mudanya avm magazine
"Mon, 26 Nov 2018 08:00:00 GMT",200 milyon dolarlık yatırım hedefi - T24,two hundred milyon dolarlık yatırım hedefi ttwenty four,2018-11-26 08:00:00,11,two hundred million dollar investment target twenty four
"Tue, 06 Nov 2018 08:00:00 GMT",Lastik devinden 115 milyon dolarlık yeni yatırım - Otoajanda,lastik devinden one hundred and fifteen milyon dolarlık yeni yatırım otoajanda,2018-11-06 08:00:00,11,new investment of one hundred and fifteen million dollars from the tire giant autoagenda
"Mon, 28 May 2018 07:00:00 GMT",Doğan Jeotermal’den Samsun’a 100 milyon liralık jeotermal yatırım - Jeotermal Haber,doğan jeotermal den samsun a one hundred milyon liralık jeotermal yatırım jeotermal haber,2018-05-28 07:00:00,5,One hundred million lira geothermal investment from Doğan Geothermal to Samsun Geothermal news
"Tue, 20 Mar 2018 07:00:00 GMT",Akbank Private Banking ile Akbank Yatırım Hizmetleri birleşti - fortuneturkey.com,akbank private banking ile akbank yatırım hizmetleri birleşti fortuneturkey com,2018-03-20 07:00:00,3,Akbank Private Banking and Akbank Investment Services merged fortuneturkey com
"Fri, 26 Oct 2018 07:00:00 GMT",Ekonomi Politikaları Kurulu toplandı - İletişim Başkanlığı,ekonomi politikaları kurulu toplandı i̇letişim başkanlığı,2018-10-26 07:00:00,10,economic policies board convened communications directorate
"Thu, 09 Aug 2018 07:00:00 GMT",Yeni Ekonomi Modeli açıklanacak - Anadolu Ajansı,yeni ekonomi modeli açıklanacak anadolu ajansı,2018-08-09 07:00:00,8,new economic model to be announced anadolu agency
"Mon, 11 Jun 2018 07:00:00 GMT",Dünyanın En İyi Ekonomisi Durumunda mıyız? - Doğruluk Payı,dünyanın en i̇yi ekonomisi durumunda mıyız doğruluk payı,2018-06-11 07:00:00,6,Are we the best economy in the world? It's true.
"Thu, 20 Sep 2018 07:00:00 GMT",Yeni Ekonomi Programı: Hükümet gelecek 3 yıl için nasıl bir vizyon ortaya koydu? - BBC,yeni ekonomi programı hükümet gelecek three yıl için nasıl bir vizyon ortaya koydu bbc,2018-09-20 07:00:00,9,new economic program what kind of vision has the government put forward for the next three years bbc
"Fri, 08 Jun 2018 07:00:00 GMT",Öğrenciler Karnelerini Ekonomi Bakanımız Sayın Nihat Zeybekci’den aldı - Denizli İl Milli Eğitim Müdürlüğü,öğrenciler karnelerini ekonomi bakanımız sayın nihat zeybekci den aldı denizli i̇l milli eğitim müdürlüğü,2018-06-08 07:00:00,6,"Students received their report cards from our Minister of Economy, Mr. Nihat Zeybekci, Denizli Provincial Directorate of National Education."
"Fri, 17 Aug 2018 07:00:00 GMT","ABD'li ekonomist Kirkegaard: Trump'ın ekonomi ve ticaret politikaları, tam anlamıyla felaket - Stratejik Düşünce Enstitüsü",abd li ekonomist kirkegaard trump ın ekonomi ve ticaret politikaları tam anlamıyla felaket stratejik düşünce enstitüsü,2018-08-17 07:00:00,8,US economist Kirkegaard Trump's economic and trade policies are literally a disaster Institute for Strategic Thought
"Fri, 10 Aug 2018 07:00:00 GMT","“Erdoğan: Ekonomi çok güçlü, parasal sıkıntı yok” - T24",erdoğan ekonomi çok güçlü parasal sıkıntı yok ttwenty four,2018-08-10 07:00:00,8,Erdoğan economy is very strong there is no financial problem ttwenty four
"Mon, 03 Sep 2018 07:00:00 GMT",Berat Albayrak Ekonomi Gündemine İlişkin Açıklamalarda Bulundu - Bianet,berat albayrak ekonomi gündemine i̇lişkin açıklamalarda bulundu bianet,2018-09-03 07:00:00,9,Berat Albayrak made statements regarding the economic agenda english
"Thu, 03 May 2018 07:00:00 GMT","Başkan Demirören, Uluslararası Futbol Ekonomi Forumu'nda konuştu - TFF",başkan demirören uluslararası futbol ekonomi forumu nda konuştu tff,2018-05-03 07:00:00,5,President Demirören spoke at the International Football Economy Forum TFF
"Tue, 27 Nov 2018 08:00:00 GMT",Ekonomi meraklılarının okuması gereken 10 kitap - Fikriyat,ekonomi meraklılarının okuması gereken ten kitap fikriyat,2018-11-27 08:00:00,11,Ten books that economics enthusiasts should read
"Sun, 16 Sep 2018 07:00:00 GMT",Ünlü Ekonomi Profesörü Dolar Krizini Atlatmak İçin Türkiye'nin İhtiyacı Olan Reçeteyi Madde Madde Açıklıyor! - Onedio,ünlü ekonomi profesörü dolar krizini atlatmak i̇çin türkiye nin i̇htiyacı olan reçeteyi madde madde açıklıyor onedio,2018-09-16 07:00:00,9,Famous economics professor explains step by step the prescription that Turkey needs to overcome the dollar crisis onedio
"Sun, 19 Aug 2018 07:00:00 GMT",Ekonomi yazarı Güngör Uras vefat etti - Anadolu Ajansı,ekonomi yazarı güngör uras vefat etti anadolu ajansı,2018-08-19 07:00:00,8,economy writer Güngör Uras passed away Anadolu Agency
"Mon, 08 Oct 2018 07:00:00 GMT",Nobel Ekonomi Ödülü sürdürülebilir kalkınma çalışmaları yürüten Nordhaus ve Romer'ın - BBC,nobel ekonomi ödülü sürdürülebilir kalkınma çalışmaları yürüten nordhaus ve romer ın bbc,2018-10-08 07:00:00,10,"Nobel Prize in Economics goes to Nordhaus and Romer, who work on sustainable development, BBC"
"Fri, 10 Aug 2018 07:00:00 GMT","Berat Albayrak Yeni Ekonomi Modeli'ni Açıkladı, Dolar 6.60'ı Geçti - Bianet",berat albayrak yeni ekonomi modeli ni açıkladı dolar six sixty ı geçti bianet,2018-08-10 07:00:00,8,Berat Albayrak announced the new economy model. The dollar has passed the six-sixty mark. english
"Fri, 10 Aug 2018 07:00:00 GMT",'Yaşadıklarımız ekonomi darbesi teşebbüsüdür' - Anadolu Ajansı,yaşadıklarımız ekonomi darbesi teşebbüsüdür anadolu ajansı,2018-08-10 07:00:00,8,What we are experiencing is an attempt at an economic coup Anadolu Agency
"Fri, 10 Aug 2018 07:00:00 GMT",Yeni Ekonomi Modeli: Hazine ve Maliye Bakanı Berat Albayrak'ın açıkladığı yaklaşım nedir? - BBC,yeni ekonomi modeli hazine ve maliye bakanı berat albayrak ın açıkladığı yaklaşım nedir bbc,2018-08-10 07:00:00,8,"new economic model, what is the approach announced by the minister of treasury and finance, berat albayrak, bbc"
"Tue, 14 Aug 2018 07:00:00 GMT",Kazakistan ekonomisi yüzde 4 büyüdü - Anadolu Ajansı,kazakistan ekonomisi yüzde four büyüdü anadolu ajansı,2018-08-14 07:00:00,8,Kazakhstan's economy grew by four percent Anadolu Agency
"Wed, 13 Jun 2018 07:00:00 GMT",Seçim 2018: Sanayi kenti Kayseri’de ekonomi sandığı etkileyecek mi? - BBC,seçim two thousand and eighteen sanayi kenti kayseri de ekonomi sandığı etkileyecek mi bbc,2018-06-13 07:00:00,6,"Will the election affect the economy chest in Kayseri, the industrial city of Two Thousand and Eighteen? BBC"
"Tue, 18 Dec 2018 08:00:00 GMT",Ekonomide 2018 böyle geçti - Anadolu Ajansı,ekonomide two thousand and eighteen böyle geçti anadolu ajansı,2018-12-18 08:00:00,12,This is how two thousand and eighteen passed in the economy Anadolu Agency
"Fri, 10 Aug 2018 07:00:00 GMT",TOBB'dan 'yeni ekonomi yaklaşımı'na destek - Anadolu Ajansı,tobb dan yeni ekonomi yaklaşımı na destek anadolu ajansı,2018-08-10 07:00:00,8,Support from TOBB to the new economy approach Anadolu Agency
"Mon, 30 Jul 2018 07:00:00 GMT","Çin: 1978’de o günün Türkiye’si kadardı, bugün en büyük ekonomi - Serbestiyet",çin one thousand nine hundred and seventy eight de o günün türkiye si kadardı bugün en büyük ekonomi serbestiyet,2018-07-30 07:00:00,7,"China was the size of Turkey at one thousand nine hundred and seventy eight, today it is the largest economy, freedom"
"Fri, 17 Aug 2018 07:00:00 GMT",Sky News Ekonomi Editörü Ed Conway: Türk ekonomisindeki sarsıntılar en fazla İngiltere'yi etkiler - BBC,sky news ekonomi editörü ed conway türk ekonomisindeki sarsıntılar en fazla i̇ngiltere yi etkiler bbc,2018-08-17 07:00:00,8,Sky News Economy Editor Ed Conway The shocks in the Turkish economy will affect England the most BBC
"Mon, 13 Aug 2018 07:00:00 GMT",Yeni Ekonomi Kanalı EKOTÜRK 15 Ekim'de Yayın Hayatına Başlıyor - Marketing Türkiye,yeni ekonomi kanalı ekotürk fifteen ekim de yayın hayatına başlıyor marketing türkiye,2018-08-13 07:00:00,8,new economy channel ekotürk starts broadcasting on October fifteenth marketing Türkiye
"Thu, 18 Oct 2018 07:00:00 GMT",Fransa Ekonomi Bakanı 'Çöldeki Davos'a' katılmayacak - Anadolu Ajansı,fransa ekonomi bakanı çöldeki davos a katılmayacak anadolu ajansı,2018-10-18 07:00:00,10,French economy minister will not attend Davos in the desert Anadolu Agency
"Fri, 16 Mar 2018 07:00:00 GMT",Sağlık ve Refah Bakanı ve Shih-chung CHEN: Tay... - Taipei Ekonomi ve Kültür Misyonu 駐安卡拉台北經濟文化代表團 - ROC Taiwan.org,sağlık ve refah bakanı ve shih chung chen tay taipei ekonomi ve kültür misyonu roc taiwan org,2018-03-16 07:00:00,3,minister of health and welfare and shih chung chen tay taipei economic and cultural mission roc taiwan org
"Wed, 22 Aug 2018 07:00:00 GMT",Ekonomi yazarı Uras son yolculuğuna uğurlandı - Anadolu Ajansı,ekonomi yazarı uras son yolculuğuna uğurlandı anadolu ajansı,2018-08-22 07:00:00,8,Economics writer Uras was sent off on his final journey Anadolu Agency
"Tue, 24 Apr 2018 07:00:00 GMT",Tayvan’ın Ulusal Sağlık Sigortası: Evrensel Sağlık Kapsamı için Bir Model - ROC Taiwan.org,tayvan ın ulusal sağlık sigortası evrensel sağlık kapsamı için bir model roc taiwan org,2018-04-24 07:00:00,4,Taiwan's national health insurance a model for universal health coverage roc taiwan org
"Fri, 23 Nov 2018 08:00:00 GMT",Hazine ve Maliye Bakanı Albayrak'tan flaş açıklama - Sabah,hazine ve maliye bakanı albayrak tan flaş açıklama sabah,2018-11-23 08:00:00,11,Flash statement from the Minister of Treasury and Finance Albayrak in the morning
"Mon, 26 Nov 2018 08:00:00 GMT",En kritik parçaya milli imza! Artık Türkiye'de üretilecek… - Sabah,en kritik parçaya milli imza artık türkiye de üretilecek sabah,2018-11-26 08:00:00,11,The national signature for the most critical part will now be produced in Türkiye in the morning
"Sun, 09 Dec 2018 08:00:00 GMT",Fransa Maliye Bakanı: Sarı yelekliler protestoları ekonomi için bir felaket - BBC,fransa maliye bakanı sarı yelekliler protestoları ekonomi için bir felaket bbc,2018-12-09 08:00:00,12,French finance minister says yellow vest protests a disaster for the economy bbc
"Sat, 09 Jun 2018 07:00:00 GMT",Daron Acemoğlu'na göre işsizliği etkileyecek 2 teknoloji - BUSINESS HT - Bloomberght,daron acemoğlu na göre işsizliği etkileyecek two teknoloji business ht bloomberght,2018-06-09 07:00:00,6,"According to Daron Acemoglu, two technologies that will affect unemployment business ht bloomberght"
"Tue, 06 Nov 2018 08:00:00 GMT",Alibaba CEO'su Jack Ma: Dünyadaki en ahmakça şey - Sabah,alibaba ceo su jack ma dünyadaki en ahmakça şey sabah,2018-11-06 08:00:00,11,alibaba ceo su jack ma the stupidest thing in the world is morning
"Mon, 08 Oct 2018 07:00:00 GMT",Nobel Ekonomi ödülünü kazananlar belli oldu - Sabah,nobel ekonomi ödülünü kazananlar belli oldu sabah,2018-10-08 07:00:00,10,Winners of the Nobel Prize in Economics were announced this morning
"Wed, 31 Oct 2018 07:00:00 GMT",Bakan Albayrak: Ekonomik saldırılar başka bir ülkenin başkentinde planlandı - Sabah,bakan albayrak ekonomik saldırılar başka bir ülkenin başkentinde planlandı sabah,2018-10-31 07:00:00,10,minister colonel economic attacks were planned in the capital of another country in the morning
"Thu, 27 Sep 2018 07:00:00 GMT","Emine Erdoğan, ekonomi profesörü Sachs ile görüştü - Anadolu Ajansı",emine erdoğan ekonomi profesörü sachs ile görüştü anadolu ajansı,2018-09-27 07:00:00,9,emine erdogan met with economics professor sachs anadolu agency
"Wed, 11 Jul 2018 07:00:00 GMT",Financial Times: Erdoğan ekonomiyi aile meselesi yaptı - BBC,financial times erdoğan ekonomiyi aile meselesi yaptı bbc,2018-07-11 07:00:00,7,Financial Times Erdogan made the economy a family matter BBC
"Thu, 08 Nov 2018 08:00:00 GMT",Yusuf Yüksel yazdı: Ekonomimizi bekleyen büyük risk - Ekonomi Dünya,yusuf yüksel yazdı ekonomimizi bekleyen büyük risk ekonomi dünya,2018-11-08 08:00:00,11,yusuf yuksel wrote the big risk awaiting our economy economy world
"Mon, 24 Dec 2018 08:00:00 GMT",300 milyonluk konut desteği - Sabah,three hundred milyonluk konut desteği sabah,2018-12-24 08:00:00,12,three hundred million housing support in the morning
"Mon, 09 Jul 2018 07:00:00 GMT",İşte ekonomide yeni bakanlıklar! - Uzmanpara,i̇şte ekonomide yeni bakanlıklar uzmanpara,2018-07-09 07:00:00,7,Here are the new ministries in the economy Uzmanpara
"Fri, 25 May 2018 07:00:00 GMT",GENSED’de yönetim değişikliği gerçekleşti - Yeşil Ekonomi,gensed de yönetim değişikliği gerçekleşti yeşil ekonomi,2018-05-25 07:00:00,5,Management change took place in gensed green economy
"Fri, 25 May 2018 07:00:00 GMT",Elektrik yatırımları başvuru düzenlemesinde değişiklik yapıldı - Yeşil Ekonomi,elektrik yatırımları başvuru düzenlemesinde değişiklik yapıldı yeşil ekonomi,2018-05-25 07:00:00,5,"Changes have been made to the electricity investments application regulation, green economy"
"Mon, 20 Aug 2018 07:00:00 GMT",Güngör Uras yaşamını yitirdi | Son dakika ekonomi haberleri - Bloomberght,güngör uras yaşamını yitirdi son dakika ekonomi haberleri bloomberght,2018-08-20 07:00:00,8,"Güngör Uras passed away, last minute economic news bloomberght"
